PO_Date,PO_Number,Item_ID,Item_Description,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Price(Million) ,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_(at_UOM),Price_Per_UOM ($),Total_Price ($),Department
29-09-2022,PO0377,IT47,Anesthesia machine,Teleflex,315,EA,EA,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,13,14,EA,1,9,875,7875,Outpatient Department
01-01-2022,PO0378,IT48,Walkers,3M Company,372,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,21,95,EA,1,4,20,80,Surgical Department
12-08-2022,PO0379,IT49,Tourniquet,Terumo,351,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,20,85,EA,1,18,260,4680,Nursing Department
25-02-2022,PO0380,IT50,Splints,Nipro,347,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,21,74,EA,1,25,12,300,Nursing Department
18-04-2022,PO0381,IT51,Slings,Poly Medicure Ltd,318,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,14,60,EA,1,33,7,231,Paramedical Department
01-04-2022,PO0382,IT52,ECG Machine,Ribbel International Ltd,378,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,24,82,EA,1,13,300,3900,Paramedical Department
24-09-2021,PO0383,IT53,Nebulizers,Advin Healthcare,324,EA,EA,eSolutions,V090,Charlotte,Yes,1013,enim,TM,24-01-2021,31-11-2021,22,31,EA,1,1,15,15,Nursing Department
15-10-2021,PO0384,IT54,Sutures,Aegis Lifesciences Private Limited,398,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,23,EA,1,44,12,528,Paramedical Department
28-11-2022,PO0385,IT55,Braces,Smiths Medical,365,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,4,41,EA,1,36,60,2160,Radiology Department
15-09-2022,PO0386,IT1,Stethscope,Johnson & Johnson,301,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,21,48,EA,1,16,150,2400,Outpatient Department
20-08-2022,PO0387,IT2,Scissor,Teleflex,315,DZ,DZ,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,21,64,DZ,12,34,60,2040,Outpatient Department
01-01-2022,PO0388,IT3,Stretcher,3M Company,372,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,21,96,EA,1,20,2000,40000,Surgical Department
05-05-2021,PO0389,IT4,Magnifier,Terumo,351,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,2,99,EA,1,9,8,72,Nursing Department
18-12-2022,PO0390,IT5,Weighing Scale,Nipro,347,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,2,93,EA,1,26,20,520,Nursing Department
06-08-2021,PO0391,IT6,Torch,Poly Medicure Ltd,318,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,2,76,EA,1,34,5,170,Nursing Department
24-08-2022,PO0392,IT7,Face Mask,Ribbel International Ltd,378,PK100,PK100,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,10,39,PK100,100,6,100,600,Paramedical Department
11-08-2021,PO0393,IT8,First Aid Kit,Advin Healthcare,324,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,15,72,EA,1,35,10,350,Surgical Department
15-07-2022,PO0394,IT9,Gloves,Aegis Lifesciences Private Limited,398,PK100,PK100,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,16,17,PK100,100,17,200,3400,Radiology Department
25-04-2022,PO0395,IT10,Scalpel,Smiths Medical,365,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,13,46,EA,1,48,5,240,Paramedical Department
24-05-2022,PO0396,IT11,Microscope,Cardinal Health,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,1,94,EA,1,45,1200,54000,Paramedical Department
21-02-2022,PO0397,IT12,Otoscope,Becton Dickinson,390,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,20,68,EA,1,18,150,2700,Paramedical Department
17-11-2022,PO0398,IT13,Thermometer,General Electric,350,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,20,7,EA,1,45,35,1575,Paramedical Department
10-01-2022,PO0399,IT14,Saline Bag,Medtronic PLC,335,DZ,DZ,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,39,DZ,12,10,144,1440,Nursing Department
01-07-2021,PO0400,IT15,Syringe,Siemens Healthineers,307,PK50,PK50,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,22,99,PK50,50,19,1750,33250,Paramedical Department
26-11-2022,PO0401,IT16,X-ray Machine,Johnson & Johnson,301,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,13,96,EA,1,44,2000,88000,Nursing Department
04-10-2022,PO0402,IT17,Bandag,Teleflex,315,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,5,95,EA,1,42,2,84,Nursing Department
17-05-2022,PO0403,IT18,Crutches,3M Company,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,23,82,EA,1,23,13,299,Nursing Department
06-09-2022,PO0404,IT19,Plaster,Terumo,351,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,16,2,EA,1,18,10,180,Surgical Department
28-09-2021,PO0405,IT20,Cotton Wool,Nipro,347,DZ,DZ,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,2,DZ,12,30,120,3600,Surgical Department
11-09-2022,PO0406,IT21,Surgical Mask,Poly Medicure Ltd,318,PK100,PK100,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,16,30,PK100,100,49,100,4900,Outpatient Department
26-09-2022,PO0407,IT22,Oxygen Mask,Ribbel International Ltd,378,PK50,PK50,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,19,80,PK50,50,23,600,13800,Surgical Department
01-09-2022,PO0408,IT23,Dropper,Advin Healthcare,324,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,16,70,EA,1,3,1,3,Surgical Department
25-03-2022,PO0409,IT24,Needle,Aegis Lifesciences Private Limited,398,PK50,PK50,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,1,28,PK50,50,1,250,250,Surgical Department
14-02-2022,PO0410,IT25,Cane,Smiths Medical,365,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,9,28,EA,1,9,10,90,Paramedical Department
02-10-2021,PO0411,IT26,Surgical Clamps,Cardinal Health,372,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,15,61,EA,1,6,35,210,Nursing Department
27-02-2022,PO0412,IT27,Forceps,Becton Dickinson,390,DZ,DZ,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,11,14,DZ,12,15,180,2700,Outpatient Department
08-10-2022,PO0413,IT28,Surgical Table,General Electric,350,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,20,13,EA,1,30,1600,48000,Radiology Department
17-03-2022,PO0414,IT29,Utility Table,Medtronic PLC,335,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,14,42,EA,1,19,60,1140,Paramedical Department
17-10-2022,PO0415,IT30,Instrument Table,Siemens Healthineers,307,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,9,22,EA,1,39,60,2340,Surgical Department
18-07-2021,PO0416,IT31,Ventilator,Johnson & Johnson,301,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,20,7,EA,1,18,3000,54000,Nursing Department
19-09-2021,PO0417,IT32,Mayo Stands,Teleflex,315,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,6,91,EA,1,22,85,1870,Surgical Department
14-07-2021,PO0418,IT33,Kickbuckets,3M Company,372,EA,EA,eSolutions,V090,Charlotte,Yes,1013,enim,TM,24-01-2021,31-11-2021,15,37,EA,1,4,15,60,Paramedical Department
03-01-2022,PO0419,IT34,Arm Supports,Terumo,351,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,16,29,EA,1,49,5,245,Surgical Department
14-03-2022,PO0420,IT35,Medical Syringe Infusion,Nipro,347,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,18,23,EA,1,30,250,7500,Paramedical Department
04-09-2021,PO0421,IT36,Pacemakers,Poly Medicure Ltd,318,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,3,37,EA,1,43,1200,51600,Paramedical Department
13-05-2021,PO0422,IT37,Defibrillators,Ribbel International Ltd,378,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,14,61,EA,1,18,1500,27000,Paramedical Department
25-08-2021,PO0423,IT38,Wheelchairs,Advin Healthcare,324,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,18,17,EA,1,40,80,3200,Surgical Department
18-08-2022,PO0424,IT39,Traction Equipment,Aegis Lifesciences Private Limited,398,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,17,12,EA,1,14,165,2310,Nursing Department
20-05-2022,PO0425,IT40,Needle Holder,Smiths Medical,365,PK50,PK50,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,95,PK50,50,22,1250,27500,Paramedical Department
01-05-2022,PO0426,IT41,Medicine Cup,Cardinal Health,372,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,12,84,EA,1,9,5,45,Nursing Department
23-09-2021,PO0427,IT42,Gauze,Becton Dickinson,390,EA,EA,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,24,10,EA,1,47,7,329,Surgical Department
24-04-2022,PO0428,IT43,Forceps,General Electric,350,DZ,DZ,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,6,76,DZ,12,9,180,1620,Surgical Department
25-12-2021,PO0429,IT44,Trays,Medtronic PLC,335,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,20,67,EA,1,25,10,250,Outpatient Department
05-08-2021,PO0430,IT45,Cotton Swabs,Siemens Healthineers,307,PK100,PK100,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,4,60,PK100,100,21,100,2100,Surgical Department
06-05-2021,PO0431,IT46,Surgical lights,Johnson & Johnson,301,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,17,75,EA,1,14,2000,28000,Surgical Department
10-07-2021,PO0432,IT47,Anesthesia machine,Teleflex,315,EA,EA,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,13,14,EA,1,8,875,7000,Nursing Department
13-09-2021,PO0433,IT48,Walkers,3M Company,372,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,21,95,EA,1,24,20,480,Outpatient Department
30-12-2022,PO0434,IT49,Tourniquet,Terumo,351,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,20,85,EA,1,10,260,2600,Nursing Department
03-10-2022,PO0435,IT50,Splints,Nipro,347,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,21,74,EA,1,3,12,36,Paramedical Department
29-09-2022,PO0436,IT51,Slings,Poly Medicure Ltd,318,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,14,60,EA,1,41,7,287,Surgical Department
03-11-2022,PO0437,IT52,ECG Machine,Ribbel International Ltd,378,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,24,82,EA,1,50,300,15000,Nursing Department
29-09-2022,PO0438,IT53,Nebulizers,Advin Healthcare,324,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,22,31,EA,1,39,15,585,Surgical Department
27-04-2021,PO0439,IT54,Sutures,Aegis Lifesciences Private Limited,398,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,23,EA,1,23,12,276,Outpatient Department
18-09-2021,PO0440,IT55,Braces,Smiths Medical,365,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,4,41,EA,1,17,60,1020,Nursing Department
13-12-2022,PO0441,IT1,Stethscope,Johnson & Johnson,301,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,21,48,EA,1,5,150,750,Nursing Department
26-10-2022,PO0442,IT2,Scissor,Teleflex,315,DZ,DZ,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,21,64,DZ,12,4,60,240,Paramedical Department
15-09-2021,PO0443,IT3,Stretcher,3M Company,372,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,21,96,EA,1,42,2000,84000,Paramedical Department
30-06-2021,PO0444,IT4,Magnifier,Terumo,351,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,2,99,EA,1,5,8,40,Surgical Department
01-11-2022,PO0445,IT5,Weighing Scale,Nipro,347,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,2,93,EA,1,10,20,200,Nursing Department
14-12-2022,PO0446,IT6,Torch,Poly Medicure Ltd,318,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,2,76,EA,1,22,5,110,Paramedical Department
10-01-2022,PO0447,IT7,Face Mask,Ribbel International Ltd,378,PK100,PK100,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,10,39,PK100,100,28,100,2800,Nursing Department
08-07-2022,PO0448,IT8,First Aid Kit,Advin Healthcare,324,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,15,72,EA,1,5,10,50,Radiology Department
14-08-2021,PO0449,IT9,Gloves,Aegis Lifesciences Private Limited,398,PK100,PK100,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,16,17,PK100,100,4,200,800,Outpatient Department
17-09-2022,PO0450,IT10,Scalpel,Smiths Medical,365,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,13,46,EA,1,8,5,40,Outpatient Department
19-04-2022,PO0451,IT11,Microscope,Cardinal Health,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,1,94,EA,1,24,1200,28800,Surgical Department
12-04-2022,PO0452,IT12,Otoscope,Becton Dickinson,390,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,20,68,EA,1,16,150,2400,Radiology Department
13-01-2022,PO0453,IT13,Thermometer,General Electric,350,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,20,7,EA,1,11,35,385,Nursing Department
18-09-2022,PO0454,IT14,Saline Bag,Medtronic PLC,335,DZ,DZ,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,39,DZ,12,27,144,3888,Paramedical Department
01-11-2021,PO0455,IT15,Syringe,Siemens Healthineers,307,PK50,PK50,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,22,99,PK50,50,44,1750,77000,Nursing Department
30-08-2021,PO0456,IT16,X-ray Machine,Johnson & Johnson,301,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,13,96,EA,1,30,2000,60000,Surgical Department
23-05-2021,PO0457,IT17,Bandag,Teleflex,315,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,5,95,EA,1,48,2,96,Nursing Department
25-07-2022,PO0458,IT18,Crutches,3M Company,372,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,23,82,EA,1,21,13,273,Outpatient Department
13-06-2022,PO0459,IT19,Plaster,Terumo,351,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,16,2,EA,1,18,10,180,Surgical Department
24-05-2022,PO0460,IT20,Cotton Wool,Nipro,347,DZ,DZ,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,2,DZ,12,8,120,960,Surgical Department
28-04-2021,PO0461,IT21,Surgical Mask,Poly Medicure Ltd,318,PK100,PK100,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,16,30,PK100,100,2,100,200,Surgical Department
01-05-2022,PO0462,IT22,Oxygen Mask,Ribbel International Ltd,378,PK50,PK50,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,19,80,PK50,50,4,600,2400,Nursing Department
12-08-2022,PO0463,IT23,Dropper,Advin Healthcare,324,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,16,70,EA,1,26,1,26,Radiology Department
11-05-2021,PO0464,IT24,Needle,Aegis Lifesciences Private Limited,398,PK50,PK50,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,1,28,PK50,50,38,250,9500,Paramedical Department
25-05-2022,PO0465,IT25,Cane,Smiths Medical,365,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,9,28,EA,1,2,10,20,Nursing Department
14-06-2022,PO0466,IT26,Surgical Clamps,Cardinal Health,372,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,15,61,EA,1,33,35,1155,Radiology Department
23-06-2022,PO0467,IT27,Forceps,Becton Dickinson,390,DZ,DZ,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,11,14,DZ,12,19,180,3420,Surgical Department
17-11-2021,PO0468,IT28,Surgical Table,General Electric,350,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,20,13,EA,1,45,1600,72000,Surgical Department
06-03-2022,PO0469,IT29,Utility Table,Medtronic PLC,335,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,14,42,EA,1,23,60,1380,Surgical Department
03-12-2021,PO0470,IT30,Instrument Table,Siemens Healthineers,307,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,9,22,EA,1,42,60,2520,Nursing Department
03-11-2022,PO0471,IT31,Ventilator,Johnson & Johnson,301,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,20,7,EA,1,33,3000,99000,Paramedical Department
25-10-2022,PO0472,IT32,Mayo Stands,Teleflex,315,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,6,91,EA,1,18,85,1530,Surgical Department
08-04-2022,PO0473,IT33,Kickbuckets,3M Company,372,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,15,37,EA,1,8,15,120,Surgical Department
08-08-2022,PO0474,IT34,Arm Supports,Terumo,351,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,16,29,EA,1,17,5,85,Nursing Department
15-09-2022,PO0475,IT35,Medical Syringe Infusion,Nipro,347,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,18,23,EA,1,32,250,8000,Surgical Department
27-04-2021,PO0476,IT36,Pacemakers,Poly Medicure Ltd,318,EA,EA,Cerner Health Services HDX,V928,San Antonio,Yes,1016,metus sapien,FP,29-05-2021,29-08-2022,3,37,EA,1,19,1200,22800,Surgical Department
04-05-2022,PO0477,IT37,Defibrillators,Ribbel International Ltd,378,EA,EA,myhELO,V653,Salt Lake City,Yes,1017,in hac habitasse platea,FP,28-07-2021,06-11-2022,14,61,EA,1,9,1500,13500,Nursing Department
06-04-2022,PO0478,IT38,Wheelchairs,Advin Healthcare,324,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,18,17,EA,1,22,80,1760,Nursing Department
20-12-2022,PO0479,IT39,Traction Equipment,Aegis Lifesciences Private Limited,398,EA,EA,Toyon Associates Inc,V305,New York,Yes,1019,quam pharetra magna ac,FP,16-10-2021,02-12-2022,17,12,EA,1,29,165,4785,Outpatient Department
22-09-2021,PO0480,IT40,Needle Holder,Smiths Medical,365,PK50,PK50,Healthcare IP,V425,Denver,Yes,1020,viverra dapibus,CR,28-04-2021,25-10-2022,13,95,PK50,50,10,1250,12500,Nursing Department
15-09-2021,PO0481,IT41,Medicine Cup,Cardinal Health,372,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,12,84,EA,1,15,5,75,Surgical Department
25-07-2021,PO0482,IT42,Gauze,Becton Dickinson,390,EA,EA,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,24,10,EA,1,44,7,308,Nursing Department
07-07-2022,PO0483,IT43,Forceps,General Electric,350,DZ,DZ,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,6,76,DZ,12,2,180,360,Paramedical Department
22-03-2022,PO0484,IT44,Trays,Medtronic PLC,335,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,20,67,EA,1,23,10,230,Nursing Department
12-09-2021,PO0485,IT45,Cotton Swabs,Siemens Healthineers,307,PK100,PK100,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,4,60,PK100,100,34,100,3400,Radiology Department
20-02-2022,PO0486,IT46,Surgical lights,Johnson & Johnson,301,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,17,75,EA,1,6,2000,12000,Outpatient Department
26-06-2021,PO0487,IT47,Anesthesia machine,Teleflex,315,EA,EA,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,13,14,EA,1,8,875,7000,Paramedical Department
08-11-2022,PO0488,IT48,Walkers,3M Company,372,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,21,95,EA,1,36,20,720,Nursing Department
10-05-2022,PO0489,IT49,Tourniquet,Terumo,351,EA,EA,Ritiko LLC,V878,Miami,Yes,1009,tincidunt,FP,18-03-2021,02-10-2022,20,85,EA,1,47,260,12220,Surgical Department
26-04-2022,PO0490,IT50,Splints,Nipro,347,EA,EA,Ability Network,V222,Atlanta,Yes,1010,aenean fermentum,FP,12-06-2021,10-12-2022,21,74,EA,1,12,12,144,Radiology Department
14-08-2021,PO0491,IT51,Slings,Poly Medicure Ltd,318,EA,EA,Prevounce Health,V971,Houston,Yes,1018,proin at,FP,14-11-2021,19-11-2022,14,60,EA,1,46,7,322,Surgical Department
24-03-2022,PO0492,IT52,ECG Machine,Ribbel International Ltd,378,EA,EA,Noble House,V624,Dallas,Yes,1012,massa volutpat convallis,TM,13-06-2021,17-01-2023,24,82,EA,1,26,300,7800,Surgical Department
20-01-2022,PO0493,IT53,Nebulizers,Advin Healthcare,324,EA,EA,eSolutions,V090,Charlotte,No,1013,enim,TM,24-01-2021,31-11-2021,22,31,EA,1,34,15,510,Paramedical Department
07-11-2022,PO0494,IT54,Sutures,Aegis Lifesciences Private Limited,398,EA,EA,Experian Health Inc,V501,New York,Yes,1014,pretium quis lectus,TM,06-07-2021,01-08-2022,22,23,EA,1,33,12,396,Surgical Department
03-09-2022,PO0495,IT55,Braces,Smiths Medical,365,EA,EA,Eligible Inc,V213,Chicago,Yes,1015,sagittis sapien cum,FP,20-01-2021,07-10-2022,4,41,EA,1,24,60,1440,Outpatient Department
08-10-2022,PO0496,IT1,Stethscope,Johnson & Johnson,301,EA,EA,WellSky,V135,New York,Yes,1001,enim in,TM,29-06-2021,26-11-2022,21,48,EA,1,11,150,1650,Paramedical Department
12-03-2022,PO0497,IT2,Scissor,Teleflex,315,DZ,DZ,Rivet,V672,Los Angeles,Yes,1002,est congue,FP,08-05-2021,04-05-2022,21,64,DZ,12,3,60,180,Nursing Department
21-05-2021,PO0498,IT3,Stretcher,3M Company,372,EA,EA,FGA Inc,V522,Chicago,Yes,1003,pellentesque volutpat,TM,26-02-2021,31-07-2022,21,96,EA,1,23,2000,46000,Nursing Department
04-07-2022,PO0499,IT4,Magnifier,Terumo,351,EA,EA,Quadax Inc,V797,Phoenix,Yes,1004,morbi,FP,12-05-2021,12-11-2022,2,99,EA,1,4,8,32,Nursing Department
11-12-2022,PO0500,IT5,Weighing Scale,Nipro,347,EA,EA,OmniSys,V486,Houston,Yes,1005,libero,FP,23-07-2021,17-08-2022,2,93,EA,1,22,20,440,Surgical Department
11-11-2021,PO0501,IT6,Torch,Poly Medicure Ltd,318,EA,EA,Etactics,V658,Oklahoma City,Yes,1006,duis faucibus,TM,30-05-2021,07-02-2023,2,76,EA,1,3,5,15,Nursing Department
03-03-2022,PO0502,IT7,Face Mask,Ribbel International Ltd,378,PK100,PK100,HealthXNet,V565,Denver,Yes,1007,convallis,TM,06-10-2021,21-09-2022,10,39,PK100,100,45,100,4500,Nursing Department
16-08-2021,PO0503,IT8,First Aid Kit,Advin Healthcare,324,EA,EA,CompMed,V453,Salt Lake City,Yes,1008,mattis egestas metus,FP,22-04-2021,05-01-2023,15,72,EA,1,8,10,80,Surgical Department
