PO_Date,PO_Number,Item_ID,Item_Description,Item_Type,Manufacturer_Name,Manufacturer_ID,Lowest_Unit_Of_Measure,Purchasing_Unit_Of_Measure,Vendor_Name,Vendor_ID,Vendor_Country,Vendor_State,Vendor_City,Vendor_Active_Status,Contract_ID,Contract_Description,Contract_Type,Contract_Start_Date,Contract_End_Date,Contract_Status,Contract_Price,Contract_UOM,Unit_Of_Measure,Unit_Of_Measure_In_Number,Quantity_At_UOM,Price_Per_UOM,Total_Price,Department,Budget,Requestor
13-12-2022,PO0808,IT38,Wheelchairs,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,18,17,EA,1,5,80,400,Nursing Department,50000000,Devin Teml
14-08-2022,PO0809,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,17,12,EA,1,42,160,6720,Surgical Department,50000000,Tim Giles
18-05-2022,PO0810,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,13,95,PK50,50,21,1248,26208,Surgical Department,50000000,Phillipp Daen
30-05-2022,PO0811,IT41,Medicine Cup,Consumable,Cardinal Health,372,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,12,84,EA,1,3,5.2,15.6,Paramedical Department,50000000,Lilly Ondricek
04-12-2022,PO0812,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,24,10,EA,1,15,7.3,109.5,Surgical Department,50000000,Lynn Gilvear
28-09-2021,PO0813,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,6,76,DZ,12,12,170,2040,Nursing Department,50000000,Selina MacDwyer
25-04-2022,PO0814,IT44,Trays,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,20,67,EA,1,4,10,40,Radiology Department,50000000,Ashly Shore
15-12-2021,PO0815,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK100,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,4,60,PK100,100,35,108,3780,Paramedical Department,50000000,Lion Philimore
18-08-2022,PO0816,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,75,EA,1,48,1950,93600,Outpatient Department,50000000,Wilmar Bignold
31-07-2022,PO0817,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,14,EA,1,11,875,9625,Surgical Department,50000000,Alie Gorey
02-09-2022,PO0818,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,95,EA,1,10,19.8,198,Surgical Department,50000000,Alana Rich
15-10-2022,PO0819,IT49,Tourniquet,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,85,EA,1,2,260,520,Nursing Department,50000000,Stephanie Crohan
30-11-2021,PO0820,IT50,Splints,Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,21,74,EA,1,16,14,224,Nursing Department,50000000,Alvinia Toffoloni
04-04-2022,PO0821,IT51,Slings,Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,14,60,EA,1,49,6,294,Outpatient Department,50000000,Wilmar Bignold
19-12-2021,PO0822,IT52,ECG Machine,Non-Consumable,Ribbel International Ltd,378,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,24,82,EA,1,29,302,8758,Surgical Department,50000000,Tim Giles
14-09-2021,PO0823,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,22,31,EA,1,32,13.8,441.6,Paramedical Department,50000000,Lion Philimore
16-07-2022,PO0824,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,22,23,EA,1,49,10,490,Radiology Department,50000000,Ashly Shore
17-11-2021,PO0825,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,4,41,EA,1,43,54,2322,Surgical Department,50000000,Tim Giles
18-08-2021,PO0826,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,35,150,5250,Surgical Department,50000000,Alana Rich
17-07-2022,PO0827,IT2,Scissor,Non-Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,21,64,DZ,12,43,53,2279,Nursing Department,50000000,Stephanie Crohan
02-05-2022,PO0828,IT3,Stretcher,Non-Consumable,3M Company,372,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,21,96,EA,1,6,2000,12000,Surgical Department,50000000,Tim Giles
15-09-2022,PO0829,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,27,7.5,202.5,Nursing Department,50000000,Devin Teml
15-06-2022,PO0830,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,19,20,380,Nursing Department,50000000,Alvinia Toffoloni
30-11-2022,PO0831,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,38,5,190,Nursing Department,50000000,Stephanie Crohan
04-08-2021,PO0832,IT7,Face Mask,Consumable,Medtronic,335,PK50,PK100,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,10,39,PK100,100,39,94,3666,Nursing Department,50000000,Selina MacDwyer
22-08-2022,PO0833,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,15,72,EA,1,28,12.8,358.4,Surgical Department,50000000,Phillipp Daen
13-04-2021,PO0834,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,16,17,PK100,100,1,195,195,Surgical Department,50000000,Lynn Gilvear
16-04-2022,PO0835,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,11,5,55,Surgical Department,50000000,Alana Rich
05-01-2022,PO0836,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,1,94,EA,1,17,1250,21250,Surgical Department,50000000,Phillipp Daen
16-07-2021,PO0837,IT12,Otoscope,Non-Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,68,EA,1,31,145,4495,Paramedical Department,50000000,Lion Philimore
11-09-2021,PO0838,IT13,Thermometer,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,Yes,1010,enim,Fixed Price,01-03-2021,30-11-2021,In Contract,20,7,EA,1,7,35,245,Surgical Department,50000000,Tim Giles
18-11-2022,PO0839,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,22,39,DZ,12,8,142,1136,Paramedical Department,50000000,Lion Philimore
01-12-2021,PO0840,IT15,Syringe,Consumable,Siemens Healthineers,307,DZ,PK50,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,22,99,PK50,50,2,1750,3500,Paramedical Department,50000000,Lilly Ondricek
01-01-2022,PO0841,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,96,EA,1,40,2150,86000,Surgical Department,50000000,Alana Rich
14-07-2021,PO0842,IT17,Bandage,Consumable,Teleflex,315,DZ,DZ,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,5,95,DZ,12,43,21,903,Surgical Department,50000000,Tim Giles
11-04-2021,PO0843,IT18,Crutches,Non-Consumable,3M Company,372,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,23,82,EA,1,12,12.5,150,Nursing Department,50000000,Stephanie Crohan
12-09-2022,PO0844,IT19,Plaster,Consumable,Terumo,351,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,16,2,EA,1,26,10,260,Paramedical Department,50000000,Lilly Ondricek
12-12-2021,PO0845,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,2,DZ,12,31,124,3844,Surgical Department,50000000,Lynn Gilvear
16-08-2021,PO0846,IT21,Surgical Mask,Consumable,Abbott,318,DZ,PK100,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,30,PK100,100,13,104,1352,Surgical Department,50000000,Alana Rich
03-12-2022,PO0847,IT22,Oxygen Mask,Consumable,Ribbel International Ltd,378,DZ,PK100,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,19,80,PK100,100,40,1198,47920,Nursing Department,50000000,Alvinia Toffoloni
22-10-2021,PO0848,IT23,Dropper,Consumable,Advin Healthcare,324,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,16,70,EA,1,31,0.95,29.45,Surgical Department,50000000,Alie Gorey
11-10-2022,PO0849,IT24,Needle,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK100,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,1,28,PK100,100,35,496,17360,Surgical Department,50000000,Phillipp Daen
21-05-2021,PO0850,IT25,Cane,Non-Consumable,Smiths Medical,365,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,9,28,EA,1,35,8.8,308,Surgical Department,50000000,Tim Giles
06-04-2021,PO0851,IT26,Surgical Clamps,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,15,61,EA,1,17,33,561,Nursing Department,50000000,Alvinia Toffoloni
08-07-2021,PO0852,IT27,Forceps,Consumable,Becton Dickinson,390,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,11,14,DZ,12,23,170,3910,Surgical Department,50000000,Tim Giles
19-01-2022,PO0853,IT28,Surgical Table,Non-Consumable,General Electric,350,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,20,13,EA,1,25,1580,39500,Surgical Department,50000000,Phillipp Daen
11-08-2021,PO0854,IT29,Utility Table,Non-Consumable,Medtronic,335,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,14,42,EA,1,4,60,240,Radiology Department,50000000,Ashly Shore
25-07-2021,PO0855,IT30,Instrument Table,Non-Consumable,Siemens Healthineers,307,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,9,22,EA,1,32,58.6,1875.2,Paramedical Department,50000000,Lion Philimore
03-08-2021,PO0856,IT31,Ventilator,Non-Consumable,Johnson & Johnson,301,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,20,7,EA,1,49,3100,151900,Surgical Department,50000000,Lynn Gilvear
02-07-2021,PO0857,IT32,Mayo Stands,Non-Consumable,Teleflex,315,EA,EA,Halyard health,V624,USA,California,Los Angeles,Yes,1012,sagittis sapien cum,Time And Material,14-11-2021,17-01-2023,In Contract,6,91,EA,1,25,82,2050,Nursing Department,50000000,Stephanie Crohan
27-12-2022,PO0858,IT33,Kickbuckets,Non-Consumable,3M Company,372,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,15,37,EA,1,21,11,231,Radiology Department,50000000,Ashly Shore
21-12-2021,PO0859,IT34,Arm Supports,Non-Consumable,Terumo,351,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,16,29,EA,1,26,4.5,117,Nursing Department,50000000,Alvinia Toffoloni
12-08-2021,PO0860,IT35,Medical Syringe Infusion,Consumable,Nipro,347,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,18,23,EA,1,20,246.5,4930,Surgical Department,50000000,Alie Gorey
21-09-2022,PO0861,IT36,Pacemakers,Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,3,37,EA,1,37,1200,44400,Surgical Department,50000000,Alana Rich
26-08-2022,PO0862,IT37,Defibrillators,Non-Consumable,Ribbel International Ltd,378,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,14,61,EA,1,32,1510,48320,Surgical Department,50000000,Alie Gorey
29-08-2022,PO0863,IT38,Wheelchairs,Non-Consumable,Becton Dickinson,390,EA,EA,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,18,17,EA,1,9,80,720,Outpatient Department,50000000,Calvin Graben
01-07-2022,PO0864,IT39,Traction Equipment,Non-Consumable,Aegis Lifesciences Private Limited,398,EA,EA,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,17,12,EA,1,3,160,480,Nursing Department,50000000,Selina MacDwyer
02-01-2022,PO0865,IT40,Needle Holder,Consumable,Smiths Medical,365,DZ,PK50,CVS Health,V522,USA,Illinois,Chicago,Yes,1003,pellentesque volutpat,Fixed Price,26-02-2021,31-07-2022,In Contract,13,95,PK50,50,35,1255,43925,Surgical Department,50000000,Alana Rich
25-12-2022,PO0866,IT41,Medicine Cup,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,12,84,EA,1,35,5.5,192.5,Surgical Department,50000000,Tim Giles
24-09-2022,PO0867,IT42,Gauze,Consumable,Becton Dickinson,390,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,24,10,EA,1,4,7.3,29.2,Surgical Department,50000000,Phillipp Daen
16-07-2021,PO0868,IT43,Forceps,Consumable,General Electric,350,DZ,DZ,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,6,76,DZ,12,47,170,7990,Nursing Department,50000000,Stephanie Crohan
05-02-2022,PO0869,IT44,Trays,Consumable,Medtronic,335,EA,EA,Medtronic,V672,USA,California,Los Angeles,Yes,1002,est congue,Time And Material,08-05-2021,04-05-2022,In Contract,20,67,EA,1,22,10,220,Nursing Department,50000000,Devin Teml
25-06-2022,PO0870,IT45,Cotton Swabs,Consumable,Siemens Healthineers,307,PK50,PK50,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,4,60,PK50,50,28,54,1512,Nursing Department,50000000,Devin Teml
10-09-2022,PO0871,IT46,Surgical lights,Non-Consumable,Johnson & Johnson,301,EA,EA,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,17,75,EA,1,32,1950,62400,Paramedical Department,50000000,Lion Philimore
10-12-2021,PO0872,IT47,Anesthesia machine,Non-Consumable,Teleflex,315,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,13,14,EA,1,5,858,4290,Radiology Department,50000000,Nico Jollands
19-10-2021,PO0873,IT48,Walkers,Non-Consumable,3M Company,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,95,EA,1,49,19.8,970.2,Paramedical Department,50000000,Lilly Ondricek
13-09-2021,PO0874,IT49,Tourniquet,Consumable,Johnson & Johnson,301,EA,EA,Johnson & Johnson,V878,USA,Florida,Miami,Yes,1009,mattis egestas metus,Time And Material,22-04-2021,02-10-2022,In Contract,20,85,EA,1,38,260,9880,Outpatient Department,50000000,Wilmar Bignold
20-12-2021,PO0875,IT50,Splints,Consumable,Nipro,347,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,21,74,EA,1,36,17,612,Paramedical Department,50000000,Lion Philimore
16-07-2022,PO0876,IT51,Slings,Consumable,Abbott,318,EA,EA,Vitality Medical,V971,USA,North Carolina,Charlotte,Yes,1011,pretium quis lectus,Fixed Price,12-06-2021,19-11-2022,In Contract,14,60,EA,1,26,6,156,Surgical Department,50000000,Alana Rich
17-09-2021,PO0877,IT52,ECG Machine,Non-Consumable,Ribbel International Ltd,378,EA,EA,AmerisourceBergen,V501,USA,Georgia,Atlanta,Yes,1014,in hac habitasse platea,Time And Material,24-01-2021,01-08-2022,In Contract,24,82,EA,1,21,310,6510,Paramedical Department,50000000,Lion Philimore
21-07-2021,PO0878,IT53,Nebulizers,Non-Consumable,Advin Healthcare,324,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,22,31,EA,1,30,13.8,414,Surgical Department,50000000,Lynn Gilvear
22-01-2022,PO0879,IT54,Sutures,Consumable,Aegis Lifesciences Private Limited,398,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,22,23,EA,1,33,10,330,Surgical Department,50000000,Phillipp Daen
30-10-2022,PO0880,IT55,Braces,Consumable,Smiths Medical,365,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,4,41,EA,1,10,54,540,Surgical Department,50000000,Tim Giles
28-05-2021,PO0881,IT1,Stethscope,Non-Consumable,Johnson & Johnson,301,EA,EA,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,21,48,EA,1,50,150,7500,Nursing Department,50000000,Alvinia Toffoloni
28-10-2021,PO0882,IT2,Scissor,Non-Consumable,Becton Dickinson,390,DZ,DZ,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,21,64,DZ,12,29,53,1537,Surgical Department,50000000,Phillipp Daen
11-04-2022,PO0883,IT3,Stretcher,Non-Consumable,Abbott,318,EA,EA,Abbott,V222,USA,Illinois,Chicago,No,1010,enim,Fixed Price,01-03-2021,30-11-2021,Contract Expired,21,96,EA,1,25,2100,52500,Radiology Department,50000000,Nico Jollands
21-12-2022,PO0884,IT4,Magnifier,Non-Consumable,Terumo,351,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,2,99,EA,1,31,7.5,232.5,Paramedical Department,50000000,Lilly Ondricek
05-09-2022,PO0885,IT5,Weighing Scale,Non-Consumable,Nipro,347,EA,EA,Health Products For You,V486,USA,Texas,Houston,Yes,1005,libero,Fixed Price,23-07-2021,17-08-2022,In Contract,2,93,EA,1,20,20,400,Radiology Department,50000000,Ashly Shore
27-07-2021,PO0886,IT6,Torch,Non-Consumable,Abbott,318,EA,EA,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,2,76,EA,1,46,5,230,Paramedical Department,50000000,Lion Philimore
13-02-2022,PO0887,IT7,Face Mask,Consumable,Ribbel International Ltd,378,PK50,PK100,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,10,39,PK100,100,47,105,4935,Surgical Department,50000000,Alie Gorey
19-06-2021,PO0888,IT8,First Aid Kit,Consumable,Advin Healthcare,324,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,15,72,EA,1,2,12.8,25.6,Outpatient Department,50000000,Calvin Graben
22-06-2021,PO0889,IT9,Gloves,Consumable,Aegis Lifesciences Private Limited,398,PK50,PK50,Medline,V754,USA,Utah,Salt Lake City,Yes,1020,viverra dapibus,Fixed Price,28-04-2021,26-10-2022,In Contract,16,17,PK50,50,49,97.5,4777.5,Surgical Department,50000000,Lynn Gilvear
27-12-2022,PO0890,IT10,Scalpel,Consumable,Smiths Medical,365,EA,EA,Henry Schein,V565,USA,Colorado,Denver,Yes,1007,convallis,Fixed Price,30-05-2021,21-09-2022,In Contract,13,46,EA,1,39,5,195,Nursing Department,50000000,Devin Teml
07-09-2022,PO0891,IT11,Microscope,Non-Consumable,Cardinal Health,372,EA,EA,Cardinal Health,V453,USA,Utah,Salt Lake City,Yes,1008,mattis egestas metus,Time And Material,06-10-2021,05-01-2023,In Contract,1,94,EA,1,29,1180,34220,Nursing Department,50000000,Alvinia Toffoloni
13-01-2022,PO0892,IT12,Otoscope,Non-Consumable,Becton Dickinson,390,EA,EA,Drive Medical,V797,USA,Arizona,Phoenix,Yes,1004,morbi,Cost Reimbursement,12-05-2021,12-11-2022,In Contract,20,68,EA,1,20,155,3100,Nursing Department,50000000,Stephanie Crohan
08-09-2021,PO0893,IT13,Thermometer,Non-Consumable,General Electric,350,EA,EA,Teleflex Medical,V653,USA,North Carolina,Charlotte,Yes,1017,sg vdh ddv,Cost Reimbursement,29-05-2021,06-11-2022,In Contract,20,7,EA,1,44,40,1760,Outpatient Department,50000000,Helaina Hammersley
22-10-2021,PO0894,IT14,Saline Bag,Consumable,Medtronic,335,DZ,DZ,Owens & Minor Inc.,V658,USA,Texas,Oklahoma City,Yes,1006,duis faucibus,Time And Material,30-05-2021,07-02-2023,In Contract,22,39,DZ,12,46,145,6670,Surgical Department,50000000,Alana Rich
25-11-2022,PO0895,IT15,Syringe,Consumable,Becton Dickinson,390,DZ,PK50,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,22,99,PK50,50,8,1820,14560,Nursing Department,50000000,Alvinia Toffoloni
16-11-2021,PO0896,IT16,X-ray Machine,Non-Consumable,Johnson & Johnson,301,EA,EA,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,13,96,EA,1,34,2000,68000,Paramedical Department,50000000,Lilly Ondricek
26-07-2021,PO0897,IT17,Bandage,Consumable,Teleflex,315,DZ,PK50,Stryker,V090,USA,New York ,New York City,Yes,1013,metus sapien,Fixed Price,13-06-2021,30-11-2021,In Contract,5,95,PK50,50,14,125,1750,Paramedical Department,50000000,Merry Paz
28-07-2021,PO0898,IT18,Crutches,Non-Consumable,3M Company,372,EA,EA,Axiom,V928,USA,Texas,Dallas,Yes,1016,asd sft sgs,Time And Material,20-01-2021,29-08-2022,In Contract,23,82,EA,1,25,12.5,312.5,Paramedical Department,50000000,Lion Philimore
26-11-2021,PO0899,IT19,Plaster,Consumable,Terumo,351,EA,EA,McKesson,V425,USA,Texas,Houston,Yes,1019,erfcgf,Fixed Price,16-10-2021,25-10-2022,In Contract,16,2,EA,1,28,13,364,Surgical Department,50000000,Alie Gorey
21-06-2022,PO0900,IT20,Cotton Wool,Consumable,Nipro,347,DZ,DZ,LAC Healthcare Solutions,V135,USA,New York ,New York City,Yes,1001,enim in,Fixed Price,29-06-2021,26-11-2022,In Contract,13,2,DZ,12,36,124,4464,Surgical Department,50000000,Phillipp Daen
09-09-2021,PO0901,IT21,Surgical Mask,Consumable,Becton Dickinson,390,DZ,PK50,Becton Dickinson,V305,USA,Texas,San Antonio,No,1018,gfjb dghg the,Cost Reimbursement,00-00-0000,00-00-0000,Out of Contract,16,30,PK50,50,20,50,1000,Surgical Department,50000000,Tim Giles
